Hyundai Group,18831,BrandFinance,2014
IKEA,18471,BrandFinance,2014
 CVS Health,18283,BrandFinance,2014
Hitachi Group,16025,BrandFinance,2014
Target,18084,BrandFinance,2014
SoftBank,18008,BrandFinance,2014
Agricultural Bank of China,17783,BrandFinance,2014
Tesco,17659,BrandFinance,2014
MUFG,17561,BrandFinance,2014
Bank of China,16725,BrandFinance,2014
ExxonMobil,16706,BrandFinance,2014
PwC,16622,BrandFinance,2014
PetroChina,16526,BrandFinance,2014
GDF Suez,16399,BrandFinance,2014
China Unicom,15851,BrandFinance,2014
NTT Group,29021,BrandFinance,2014
Walgreens,15350,BrandFinance,2014
Comcast,15329,BrandFinance,2014
BT,15260,BrandFinance,2014
Airbus,14559,BrandFinance,2014
Total,14514,BrandFinance,2014
Barclays,14166,BrandFinance,2014
JP Morgan,14039,BrandFinance,2014
China Telecom,13886,BrandFinance,2014
Deloitte,13755,BrandFinance,2014
Toshiba,13709,BrandFinance,2014
ING (Group),13674,BrandFinance,2014
Sam's Club,13667,BrandFinance,2014
Deutsche Bank,13491,BrandFinance,2014
Marlboro,13476,BrandFinance,2014
FedEx,13467,BrandFinance,2014
eBay,13379,BrandFinance,2014
SAP,13360,BrandFinance,2014
FOX,13227,BrandFinance,2014
Generali,13163,BrandFinance,2014
ALDI,12917,BrandFinance,2014
Movistar,12877,BrandFinance,2014
BP,12682,BrandFinance,2014
LG,7188,BrandFinance,2014
Lowe's,12629,BrandFinance,2014
Sinopec,12356,BrandFinance,2014
Sony,12353,BrandFinance,2014
3M,12191,BrandFinance,2014
China Life Insurance,11875,BrandFinance,2014
H&M,11678,BrandFinance,2014
KPMG,11596,BrandFinance,2014
Porsche,3519,BrandFinance,2014
UnitedHealthcare,9881,BrandFinance,2014
DHL,11169,BrandFinance,2014
Apple,128303,BrandFinance,2015
Samsung Group,81716,BrandFinance,2015
Google,76683,BrandFinance,2015
Microsoft,67060,BrandFinance,2015
Verizon,59843,BrandFinance,2015
AT&T,58820,BrandFinance,2015
Amazon,56124,BrandFinance,2015
GE,48019,BrandFinance,2015
China Mobile,47916,BrandFinance,2015
Walmart,56705,BrandFinance,2015
Coca-Cola,35797,BrandFinance,2015
IBM,35428,BrandFinance,2015
Toyota,35017,BrandFinance,2015
Wells Fargo,34925,BrandFinance,2015
BMW,33079,BrandFinance,2015
T (Deutsche Telekom),31108,BrandFinance,2015
Volkswagen,31025,BrandFinance,2015
Shell,30716,BrandFinance,2015
Disney,30698,BrandFinance,2015
ICBC,27459,BrandFinance,2015
Mercedes-Benz,27328,BrandFinance,2015
Vodafone,27287,BrandFinance,2015
HSBC,27280,BrandFinance,2015
China Construction Bank,26417,BrandFinance,2015
Citi,26210,BrandFinance,2015
Bank of America,25713,BrandFinance,2015
Intel,25011,BrandFinance,2015
Chase,23392,BrandFinance,2015
The Home Depot,24471,BrandFinance,2015
Facebook,24180,BrandFinance,2015
Nike,24138,BrandFinance,2015
Cisco,16339,BrandFinance,2015
Oracle,22888,BrandFinance,2015
Agricultural Bank of China,22714,BrandFinance,2015
Mitsubishi (Conglomerate),22679,BrandFinance,2015
Honda,22424,BrandFinance,2015
McDonald's,52909,BrandFinance,2015
American Express,21567,BrandFinance,2015
Pepsi,21379,BrandFinance,2015
Nestlé,21225,BrandFinance,2015
Allianz,20937,BrandFinance,2015
Siemens,20508,BrandFinance,2015
Bank of China,20392,BrandFinance,2015
Ford,20315,BrandFinance,2015
 CVS Health,20267,BrandFinance,2015
Orange,19867,BrandFinance,2015
UPS,19537,BrandFinance,2015
AXA,19529,BrandFinance,2015
Hyundai Group,19357,BrandFinance,2015
Santander,18700,BrandFinance,2015
IKEA,18540,BrandFinance,2015
ExxonMobil,18242,BrandFinance,2015
Chevron,18163,BrandFinance,2015
Nissan,18085,BrandFinance,2015
HP,18068,BrandFinance,2015
Mitsui Group,17596,BrandFinance,2015
PetroChina,23317,BrandFinance,2015
Comcast,17514,BrandFinance,2015
PwC,17330,BrandFinance,2015
BT,16175,BrandFinance,2015
Walgreens,15345,BrandFinance,2015
Sinopec,21278,BrandFinance,2015
SoftBank,16039,BrandFinance,2015
Target,15381,BrandFinance,2015
Tata Group,15378,BrandFinance,2015
Total,15203,BrandFinance,2015
Boeing,15199,BrandFinance,2015
BNP Paribas,14939,BrandFinance,2015
BP,14743,BrandFinance,2015
NTT Group,27376,BrandFinance,2015
H&M,14715,BrandFinance,2015
Deloitte,14694,BrandFinance,2015
MUFG,14511,BrandFinance,2015
FOX,14503,BrandFinance,2015
Sam's Club,14453,BrandFinance,2015
GDF Suez,14331,BrandFinance,2015
ALDI,14301,BrandFinance,2015
Barclays,14206,BrandFinance,2015
eBay,9831,BrandFinance,2015
China Telecom,14064,BrandFinance,2015
China Unicom,13791,BrandFinance,2015
FedEx,13672,BrandFinance,2015
ING (Group),13415,BrandFinance,2015
Baidu,13284,BrandFinance,2015
Marlboro,28608,BrandFinance,2015
Generali,13002,BrandFinance,2015
Lowe's,12790,BrandFinance,2015
Airbus,12744,BrandFinance,2015
au,12677,BrandFinance,2015
NTT Docomo,12641,BrandFinance,2015
Hitachi Group,12612,BrandFinance,2015
L'Oréal,12480,BrandFinance,2015
RBC,12473,BrandFinance,2015
Bradesco,12385,BrandFinance,2015
KPMG,12332,BrandFinance,2015
Subway,11485,BrandFinance,2015
3M,12212,BrandFinance,2015
LG,7469,BrandFinance,2015
NBC International,12004,BrandFinance,2015
JP Morgan,11958,BrandFinance,2015
Apple,145918,BrandFinance,2016
Google,88173,BrandFinance,2016
Samsung Group,58619,BrandFinance,2016
Amazon,69642,BrandFinance,2016
Microsoft,67258,BrandFinance,2016
Verizon,63116,BrandFinance,2016
AT&T,59904,BrandFinance,2016
Walmart,53657,BrandFinance,2016
China Mobile,49810,BrandFinance,2016
Wells Fargo,44170,BrandFinance,2016
Toyota,43064,BrandFinance,2016
McDonald's,42937,BrandFinance,2016
GE,29211,BrandFinance,2016
ICBC,36334,BrandFinance,2016
China Construction Bank,35394,BrandFinance,2016
BMW,34968,BrandFinance,2016
Coca-Cola,34180,BrandFinance,2016
Facebook,34002,BrandFinance,2016
T (Deutsche Telekom),33194,BrandFinance,2016
Agricultural Bank of China,32261,BrandFinance,2016
Mercedes-Benz,32049,BrandFinance,2016
IBM,31786,BrandFinance,2016
NTT,18186,BrandFinance,2016
Disney,31231,BrandFinance,2016
Shell,31665,BrandFinance,2016
Chase,30603,BrandFinance,2016
Marlboro,29935,BrandFinance,2016
The Home Depot,28798,BrandFinance,2016
Nike,28041,BrandFinance,2016
Vodafone,27820,BrandFinance,2016
Bank of China,27735,BrandFinance,2016
Bank of America,26928,BrandFinance,2016
Citi,26031,BrandFinance,2016
Mitsubishi (Conglomerate),27775,BrandFinance,2016
HSBC,24172,BrandFinance,2016
Hyundai Group,23796,BrandFinance,2016
Nestlé,23395,BrandFinance,2016
Starbucks,23185,BrandFinance,2016
 CVS Health,22884,BrandFinance,2016
Intel,22845,BrandFinance,2016
Oracle,22136,BrandFinance,2016
PetroChina,20318,BrandFinance,2016
Allianz,16426,BrandFinance,2016
China State Construction,20214,BrandFinance,2016
Sinopec,20156,BrandFinance,2016
Ford,19771,BrandFinance,2016
Huawei,19743,BrandFinance,2016
UPS,19565,BrandFinance,2016
Honda,19332,BrandFinance,2016
HP,8090,BrandFinance,2016
ExxonMobil,19227,BrandFinance,2016
Cisco,19162,BrandFinance,2016
SoftBank,16371,BrandFinance,2016
Orange,19096,BrandFinance,2016
Siemens,19002,BrandFinance,2016
Pepsi,18947,BrandFinance,2016
Volkswagen,18923,BrandFinance,2016
PwC,18569,BrandFinance,2016
American Express,18483,BrandFinance,2016
BT,18442,BrandFinance,2016
AXA,8809,BrandFinance,2016
Alibaba,17968,BrandFinance,2016
Chevron,17822,BrandFinance,2016
Nissan,17785,BrandFinance,2016
Xfinity,24186,BrandFinance,2016
IKEA,17009,BrandFinance,2016
BP,16962,BrandFinance,2016
Baidu,16418,BrandFinance,2016
Barclays,16236,BrandFinance,2016
Mitsui Group,0,BrandFinance,2016
Deloitte,16160,BrandFinance,2016
NBC International,16103,BrandFinance,2016
Santander,17052,BrandFinance,2016
Bosch,15612,BrandFinance,2016
FOX,15541,BrandFinance,2016
BNP Paribas,15531,BrandFinance,2016
H&M,15510,BrandFinance,2016
Target,15331,BrandFinance,2016
Johnson's,15115,BrandFinance,2016
L'Oréal,9783,BrandFinance,2016
UnitedHealthcare,14934,BrandFinance,2016
China Life Insurance,10686,BrandFinance,2016
Total,14737,BrandFinance,2016
ALDI,8783,BrandFinance,2016
Walgreens,14315,BrandFinance,2016
au,12788,BrandFinance,2016
Boeing,13956,BrandFinance,2016
Hitachi Group,0,BrandFinance,2016
Tata Group,13688,BrandFinance,2016
China Telecom,13684,BrandFinance,2016
China Merchants Bank,13239,BrandFinance,2016
FedEx,13079,BrandFinance,2016
JP Morgan,12948,BrandFinance,2016
Lowe's,12717,BrandFinance,2016
Accenture,12687,BrandFinance,2016
Sumitomo (Conglomerate),12678,BrandFinance,2016
EY,12672,BrandFinance,2016
MUFG,12651,BrandFinance,2016
Tesco,12499,BrandFinance,2016
 Ping An,12671,BrandFinance,2016
Google,109470,BrandFinance,2017
Apple,107141,BrandFinance,2017
Amazon,106396,BrandFinance,2017
AT&T,87016,BrandFinance,2017
Microsoft,76265,BrandFinance,2017
Samsung Group,66218,BrandFinance,2017
Verizon,65875,BrandFinance,2017
Walmart,62211,BrandFinance,2017
Facebook,61998,BrandFinance,2017
ICBC,47832,BrandFinance,2017
China Mobile,46734,BrandFinance,2017
Toyota,46255,BrandFinance,2017
Wells Fargo,41618,BrandFinance,2017
China Construction Bank,41377,BrandFinance,2017
NTT Group,40542,BrandFinance,2017
BMW,39335,BrandFinance,2017
Shell,36783,BrandFinance,2017
T (Deutsche Telekom),36433,BrandFinance,2017
IBM,36112,BrandFinance,2017
Mercedes-Benz,35544,BrandFinance,2017
GE,35318,BrandFinance,2017
Alibaba,34859,BrandFinance,2017
Disney,34454,BrandFinance,2017
Chase,33737,BrandFinance,2017
Marlboro,32471,BrandFinance,2017
Coca-Cola,31885,BrandFinance,2017
Nike,31762,BrandFinance,2017
Bank of China,31250,BrandFinance,2017
Bank of America,30273,BrandFinance,2017
The Home Depot,30216,BrandFinance,2017
Sinopec,29555,BrandFinance,2017
PetroChina,29003,BrandFinance,2017
Agricultural Bank of China,28511,BrandFinance,2017
Citi,27674,BrandFinance,2017
Mitsubishi (Conglomerate),27653,BrandFinance,2017
Xfinity,26180,BrandFinance,2017
Oracle,25878,BrandFinance,2017
Starbucks,25615,BrandFinance,2017
Huawei,25230,BrandFinance,2017
Volkswagen,25014,BrandFinance,2017
Nissan,24768,BrandFinance,2017
IKEA,24119,BrandFinance,2017
Hyundai Group,23395,BrandFinance,2017
 CVS Health,23286,BrandFinance,2017
Siemens,23088,BrandFinance,2017
Ford,22432,BrandFinance,2017
Tencent,22287,BrandFinance,2017
Ping An (Conglomerate),22273,BrandFinance,2017
UPS,22128,BrandFinance,2017
Chevron,22058,BrandFinance,2017
Vodafone,21831,BrandFinance,2017
Orange,21526,BrandFinance,2017
Honda,21318,BrandFinance,2017
China State Construction,21050,BrandFinance,2017
ExxonMobil,20736,BrandFinance,2017
Cisco,20734,BrandFinance,2017
HSBC,20688,BrandFinance,2017
VISA,20660,BrandFinance,2017
SoftBank,20621,BrandFinance,2017
Intel,20369,BrandFinance,2017
McDonald's,20291,BrandFinance,2017
Nestlé,19416,BrandFinance,2017
H&M,19177,BrandFinance,2017
BP,18857,BrandFinance,2017
Total,18514,BrandFinance,2017
PwC,18510,BrandFinance,2017
Pepsi,18470,BrandFinance,2017
Dell,18186,BrandFinance,2017
Bosch,17991,BrandFinance,2017
China Telecom,17599,BrandFinance,2017
Accenture,17464,BrandFinance,2017
Sumitomo (Conglomerate),17144,BrandFinance,2017
FedEx,17092,BrandFinance,2017
Target,17016,BrandFinance,2017
au,16919,BrandFinance,2017
Johnson's,16829,BrandFinance,2017
Deloitte,16776,BrandFinance,2017
SK Group,16426,BrandFinance,2017
Boeing,16333,BrandFinance,2017
Walgreens,15969,BrandFinance,2017
Santander,15929,BrandFinance,2017
FOX,15814,BrandFinance,2017
Spectrum,15738,BrandFinance,2017
JP Morgan,15710,BrandFinance,2017
Allianz,15197,BrandFinance,2017
SAP,15158,BrandFinance,2017
American Express,15014,BrandFinance,2017
Hitachi Group,14852,BrandFinance,2017
Uber,14596,BrandFinance,2017
Zara,14399,BrandFinance,2017
China Merchants Bank,14269,BrandFinance,2017
Lowe's,13938,BrandFinance,2017
NBC,13736,BrandFinance,2017
BNP Paribas,13644,BrandFinance,2017
Costco,13455,BrandFinance,2017
UnitedHealthcare,13379,BrandFinance,2017
JD.com,13377,BrandFinance,2017
EY,13357,BrandFinance,2017
MUFG,13215,BrandFinance,2017
WeChat,13189,BrandFinance,2017
Amazon,150811,BrandFinance,2018
Apple,146311,BrandFinance,2018
Google,120911,BrandFinance,2018
Samsung Group,92289,BrandFinance,2018
Facebook,89684,BrandFinance,2018
AT&T,82422,BrandFinance,2018
Microsoft,81163,BrandFinance,2018
Verizon,62826,BrandFinance,2018
Walmart,61480,BrandFinance,2018
ICBC,59189,BrandFinance,2018
China Construction Bank,56789,BrandFinance,2018
Alibaba,54921,BrandFinance,2018
China Mobile,53226,BrandFinance,2018
Wells Fargo,44098,BrandFinance,2018
Mercedes-Benz,43930,BrandFinance,2018
Toyota,43701,BrandFinance,2018
BMW,41790,BrandFinance,2018
Bank of China,41750,BrandFinance,2018
State Grid,40944,BrandFinance,2018
NTT Group,40872,BrandFinance,2018
Tencent,40774,BrandFinance,2018
T (Deutsche Telekom),40152,BrandFinance,2018
Shell,39423,BrandFinance,2018
Chase,38842,BrandFinance,2018
Huawei,38046,BrandFinance,2018
Agricultural Bank of China,37321,BrandFinance,2018
The Home Depot,33748,BrandFinance,2018
Volkswagen,33670,BrandFinance,2018
Bank of America,33289,BrandFinance,2018
Ping An (Conglomerate),32609,BrandFinance,2018
Disney,32590,BrandFinance,2018
IBM,32478,BrandFinance,2018
Starbucks,32421,BrandFinance,2018
GE,32005,BrandFinance,2018
PetroChina,31177,BrandFinance,2018
Citi,30783,BrandFinance,2018
Marlboro,30513,BrandFinance,2018
Coca-Cola,30378,BrandFinance,2018
Oracle,29634,BrandFinance,2018
Nike,28030,BrandFinance,2018
Xfinity,26121,BrandFinance,2018
YouTube,25887,BrandFinance,2018
Mitsubishi (Conglomerate),25280,BrandFinance,2018
China State Construction,24981,BrandFinance,2018
McDonald's,24872,BrandFinance,2018
IKEA,24351,BrandFinance,2018
China Telecom,23979,BrandFinance,2018
Sinopec,23640,BrandFinance,2018
WeChat,22415,BrandFinance,2018
PwC,22287,BrandFinance,2018
Orange,22206,BrandFinance,2018
Honda,22132,BrandFinance,2018
Intel,22059,BrandFinance,2018
UPS,22003,BrandFinance,2018
Siemens,21956,BrandFinance,2018
Moutai,21243,BrandFinance,2018
Baidu,21046,BrandFinance,2018
Total,20971,BrandFinance,2018
Deloitte,20838,BrandFinance,2018
VISA,20651,BrandFinance,2018
 CVS Health,20603,BrandFinance,2018
Allianz,20229,BrandFinance,2018
Pepsi,20035,BrandFinance,2018
Boeing,19936,BrandFinance,2018
JD.com,19623,BrandFinance,2018
BP,19610,BrandFinance,2018
Cisco,19411,BrandFinance,2018
Nissan,19376,BrandFinance,2018
Nestlé,19370,BrandFinance,2018
Bosch,19341,BrandFinance,2018
Porsche,19055,BrandFinance,2018
H&M,18959,BrandFinance,2018
SoftBank,18928,BrandFinance,2018
Vodafone,18744,BrandFinance,2018
UnitedHealthcare,18614,BrandFinance,2018
HSBC,18305,BrandFinance,2018
FedEx,18170,BrandFinance,2018
Chevron,18148,BrandFinance,2018
Hyundai Group,17754,BrandFinance,2018
Johnson's,17663,BrandFinance,2018
JP Morgan,17651,BrandFinance,2018
Zara,17453,BrandFinance,2018
Ford,17294,BrandFinance,2018
EY,17130,BrandFinance,2018
SAP,17057,BrandFinance,2018
FOX,17007,BrandFinance,2018
Accenture,16805,BrandFinance,2018
LG Group,16796,BrandFinance,2018
China Merchants Bank,16673,BrandFinance,2018
Uber,16629,BrandFinance,2018
au,16626,BrandFinance,2018
Dell,16356,BrandFinance,2018
Evergrande Real Estate,16229,BrandFinance,2018
Santander,16200,BrandFinance,2018
Walgreens,15546,BrandFinance,2018
American Express,15103,BrandFinance,2018
Audi,14951,BrandFinance,2018
NBC,14862,BrandFinance,2018
Shanghai Pudong Development Bank,14772,BrandFinance,2018
Wuliangye,14635,BrandFinance,2018
